"State","Diagnosis Related Group","Denominator","Footnote","Measure Start Date","Measure End Date"
"AK","Chronic obstructive pulmonary disease w/o CC/MCC","117","","10/01/2012","09/30/2013"
"AL","Chronic obstructive pulmonary disease w/o CC/MCC","2736","","10/01/2012","09/30/2013"
"AR","Chronic obstructive pulmonary disease w/o CC/MCC","1445","","10/01/2012","09/30/2013"
"AS","Chronic obstructive pulmonary disease w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"AZ","Chronic obstructive pulmonary disease w/o CC/MCC","1132","","10/01/2012","09/30/2013"
"CA","Chronic obstructive pulmonary disease w/o CC/MCC","4636","","10/01/2012","09/30/2013"
"CO","Chronic obstructive pulmonary disease w/o CC/MCC","518","","10/01/2012","09/30/2013"
"CT","Chronic obstructive pulmonary disease w/o CC/MCC","1007","","10/01/2012","09/30/2013"
"DC","Chronic obstructive pulmonary disease w/o CC/MCC","295","","10/01/2012","09/30/2013"
"DE","Chronic obstructive pulmonary disease w/o CC/MCC","388","","10/01/2012","09/30/2013"
"FL","Chronic obstructive pulmonary disease w/o CC/MCC","8944","","10/01/2012","09/30/2013"
"GA","Chronic obstructive pulmonary disease w/o CC/MCC","2858","","10/01/2012","09/30/2013"
"GU","Chronic obstructive pulmonary disease w/o CC/MCC","15","","10/01/2012","09/30/2013"
"HI","Chronic obstructive pulmonary disease w/o CC/MCC","160","","10/01/2012","09/30/2013"
"IA","Chronic obstructive pulmonary disease w/o CC/MCC","705","","10/01/2012","09/30/2013"
"ID","Chronic obstructive pulmonary disease w/o CC/MCC","146","","10/01/2012","09/30/2013"
"IL","Chronic obstructive pulmonary disease w/o CC/MCC","4480","","10/01/2012","09/30/2013"
"IN","Chronic obstructive pulmonary disease w/o CC/MCC","3073","","10/01/2012","09/30/2013"
"KS","Chronic obstructive pulmonary disease w/o CC/MCC","716","","10/01/2012","09/30/2013"
"KY","Chronic obstructive pulmonary disease w/o CC/MCC","3074","","10/01/2012","09/30/2013"
"LA","Chronic obstructive pulmonary disease w/o CC/MCC","1748","","10/01/2012","09/30/2013"
"MA","Chronic obstructive pulmonary disease w/o CC/MCC","2645","","10/01/2012","09/30/2013"
"MD","Chronic obstructive pulmonary disease w/o CC/MCC","2183","","10/01/2012","09/30/2013"
"ME","Chronic obstructive pulmonary disease w/o CC/MCC","378","","10/01/2012","09/30/2013"
"MI","Chronic obstructive pulmonary disease w/o CC/MCC","3507","","10/01/2012","09/30/2013"
"MN","Chronic obstructive pulmonary disease w/o CC/MCC","808","","10/01/2012","09/30/2013"
"MO","Chronic obstructive pulmonary disease w/o CC/MCC","2076","","10/01/2012","09/30/2013"
"MP","Chronic obstructive pulmonary disease w/o CC/MCC","19","","10/01/2012","09/30/2013"
"MS","Chronic obstructive pulmonary disease w/o CC/MCC","1686","","10/01/2012","09/30/2013"
"MT","Chronic obstructive pulmonary disease w/o CC/MCC","156","","10/01/2012","09/30/2013"
"NC","Chronic obstructive pulmonary disease w/o CC/MCC","2835","","10/01/2012","09/30/2013"
"ND","Chronic obstructive pulmonary disease w/o CC/MCC","86","","10/01/2012","09/30/2013"
"NE","Chronic obstructive pulmonary disease w/o CC/MCC","437","","10/01/2012","09/30/2013"
"NH","Chronic obstructive pulmonary disease w/o CC/MCC","448","","10/01/2012","09/30/2013"
"NJ","Chronic obstructive pulmonary disease w/o CC/MCC","3308","","10/01/2012","09/30/2013"
"NM","Chronic obstructive pulmonary disease w/o CC/MCC","441","","10/01/2012","09/30/2013"
"NV","Chronic obstructive pulmonary disease w/o CC/MCC","622","","10/01/2012","09/30/2013"
"NY","Chronic obstructive pulmonary disease w/o CC/MCC","6188","","10/01/2012","09/30/2013"
"OH","Chronic obstructive pulmonary disease w/o CC/MCC","3838","","10/01/2012","09/30/2013"
"OK","Chronic obstructive pulmonary disease w/o CC/MCC","1889","","10/01/2012","09/30/2013"
"OR","Chronic obstructive pulmonary disease w/o CC/MCC","408","","10/01/2012","09/30/2013"
"PA","Chronic obstructive pulmonary disease w/o CC/MCC","4244","","10/01/2012","09/30/2013"
"PR","Chronic obstructive pulmonary disease w/o CC/MCC","844","","10/01/2012","09/30/2013"
"RI","Chronic obstructive pulmonary disease w/o CC/MCC","354","","10/01/2012","09/30/2013"
"SC","Chronic obstructive pulmonary disease w/o CC/MCC","1635","","10/01/2012","09/30/2013"
"SD","Chronic obstructive pulmonary disease w/o CC/MCC","159","","10/01/2012","09/30/2013"
"TN","Chronic obstructive pulmonary disease w/o CC/MCC","2785","","10/01/2012","09/30/2013"
"TX","Chronic obstructive pulmonary disease w/o CC/MCC","6196","","10/01/2012","09/30/2013"
"UT","Chronic obstructive pulmonary disease w/o CC/MCC","195","","10/01/2012","09/30/2013"
"VA","Chronic obstructive pulmonary disease w/o CC/MCC","2574","","10/01/2012","09/30/2013"
"VI","Chronic obstructive pulmonary disease w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"VT","Chronic obstructive pulmonary disease w/o CC/MCC","113","","10/01/2012","09/30/2013"
"WA","Chronic obstructive pulmonary disease w/o CC/MCC","727","","10/01/2012","09/30/2013"
"WI","Chronic obstructive pulmonary disease w/o CC/MCC","1193","","10/01/2012","09/30/2013"
"WV","Chronic obstructive pulmonary disease w/o CC/MCC","1590","","10/01/2012","09/30/2013"
"WY","Chronic obstructive pulmonary disease w/o CC/MCC","167","","10/01/2012","09/30/2013"
"AK","Chronic obstructive pulmonary disease w MCC","161","","10/01/2012","09/30/2013"
"AL","Chronic obstructive pulmonary disease w MCC","4025","","10/01/2012","09/30/2013"
"AR","Chronic obstructive pulmonary disease w MCC","2115","","10/01/2012","09/30/2013"
"AS","Chronic obstructive pulmonary disease w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"AZ","Chronic obstructive pulmonary disease w MCC","2088","","10/01/2012","09/30/2013"
"CA","Chronic obstructive pulmonary disease w MCC","9905","","10/01/2012","09/30/2013"
"CO","Chronic obstructive pulmonary disease w MCC","922","","10/01/2012","09/30/2013"
"CT","Chronic obstructive pulmonary disease w MCC","2232","","10/01/2012","09/30/2013"
"DC","Chronic obstructive pulmonary disease w MCC","284","","10/01/2012","09/30/2013"
"DE","Chronic obstructive pulmonary disease w MCC","730","","10/01/2012","09/30/2013"
"FL","Chronic obstructive pulmonary disease w MCC","12405","","10/01/2012","09/30/2013"
"GA","Chronic obstructive pulmonary disease w MCC","4653","","10/01/2012","09/30/2013"
"GU","Chronic obstructive pulmonary disease w MCC","13","","10/01/2012","09/30/2013"
"HI","Chronic obstructive pulmonary disease w MCC","232","","10/01/2012","09/30/2013"
"IA","Chronic obstructive pulmonary disease w MCC","1464","","10/01/2012","09/30/2013"
"ID","Chronic obstructive pulmonary disease w MCC","330","","10/01/2012","09/30/2013"
"IL","Chronic obstructive pulmonary disease w MCC","7861","","10/01/2012","09/30/2013"
"IN","Chronic obstructive pulmonary disease w MCC","5229","","10/01/2012","09/30/2013"
"KS","Chronic obstructive pulmonary disease w MCC","1044","","10/01/2012","09/30/2013"
"KY","Chronic obstructive pulmonary disease w MCC","4399","","10/01/2012","09/30/2013"
"LA","Chronic obstructive pulmonary disease w MCC","2588","","10/01/2012","09/30/2013"
"MA","Chronic obstructive pulmonary disease w MCC","4512","","10/01/2012","09/30/2013"
"MD","Chronic obstructive pulmonary disease w MCC","3221","","10/01/2012","09/30/2013"
"ME","Chronic obstructive pulmonary disease w MCC","810","","10/01/2012","09/30/2013"
"MI","Chronic obstructive pulmonary disease w MCC","7606","","10/01/2012","09/30/2013"
"MN","Chronic obstructive pulmonary disease w MCC","1478","","10/01/2012","09/30/2013"
"MO","Chronic obstructive pulmonary disease w MCC","3441","","10/01/2012","09/30/2013"
"MP","Chronic obstructive pulmonary disease w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"MS","Chronic obstructive pulmonary disease w MCC","2225","","10/01/2012","09/30/2013"
"MT","Chronic obstructive pulmonary disease w MCC","273","","10/01/2012","09/30/2013"
"NC","Chronic obstructive pulmonary disease w MCC","5974","","10/01/2012","09/30/2013"
"ND","Chronic obstructive pulmonary disease w MCC","249","","10/01/2012","09/30/2013"
"NE","Chronic obstructive pulmonary disease w MCC","848","","10/01/2012","09/30/2013"
"NH","Chronic obstructive pulmonary disease w MCC","832","","10/01/2012","09/30/2013"
"NJ","Chronic obstructive pulmonary disease w MCC","5312","","10/01/2012","09/30/2013"
"NM","Chronic obstructive pulmonary disease w MCC","561","","10/01/2012","09/30/2013"
"NV","Chronic obstructive pulmonary disease w MCC","1057","","10/01/2012","09/30/2013"
"NY","Chronic obstructive pulmonary disease w MCC","9551","","10/01/2012","09/30/2013"
"OH","Chronic obstructive pulmonary disease w MCC","7694","","10/01/2012","09/30/2013"
"OK","Chronic obstructive pulmonary disease w MCC","2514","","10/01/2012","09/30/2013"
"OR","Chronic obstructive pulmonary disease w MCC","812","","10/01/2012","09/30/2013"
"PA","Chronic obstructive pulmonary disease w MCC","6337","","10/01/2012","09/30/2013"
"PR","Chronic obstructive pulmonary disease w MCC","317","","10/01/2012","09/30/2013"
"RI","Chronic obstructive pulmonary disease w MCC","665","","10/01/2012","09/30/2013"
"SC","Chronic obstructive pulmonary disease w MCC","2726","","10/01/2012","09/30/2013"
"SD","Chronic obstructive pulmonary disease w MCC","412","","10/01/2012","09/30/2013"
"TN","Chronic obstructive pulmonary disease w MCC","5133","","10/01/2012","09/30/2013"
"TX","Chronic obstructive pulmonary disease w MCC","10461","","10/01/2012","09/30/2013"
"UT","Chronic obstructive pulmonary disease w MCC","345","","10/01/2012","09/30/2013"
"VA","Chronic obstructive pulmonary disease w MCC","3983","","10/01/2012","09/30/2013"
"VI","Chronic obstructive pulmonary disease w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"VT","Chronic obstructive pulmonary disease w MCC","356","","10/01/2012","09/30/2013"
"WA","Chronic obstructive pulmonary disease w MCC","1787","","10/01/2012","09/30/2013"
"WI","Chronic obstructive pulmonary disease w MCC","2034","","10/01/2012","09/30/2013"
"WV","Chronic obstructive pulmonary disease w MCC","2041","","10/01/2012","09/30/2013"
"WY","Chronic obstructive pulmonary disease w MCC","241","","10/01/2012","09/30/2013"
"AK","Chronic obstructive pulmonary disease w CC","150","","10/01/2012","09/30/2013"
"AL","Chronic obstructive pulmonary disease w CC","3360","","10/01/2012","09/30/2013"
"AR","Chronic obstructive pulmonary disease w CC","1640","","10/01/2012","09/30/2013"
"AS","Chronic obstructive pulmonary disease w CC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"AZ","Chronic obstructive pulmonary disease w CC","1718","","10/01/2012","09/30/2013"
"CA","Chronic obstructive pulmonary disease w CC","8132","","10/01/2012","09/30/2013"
"CO","Chronic obstructive pulmonary disease w CC","884","","10/01/2012","09/30/2013"
"CT","Chronic obstructive pulmonary disease w CC","1820","","10/01/2012","09/30/2013"
"DC","Chronic obstructive pulmonary disease w CC","277","","10/01/2012","09/30/2013"
"DE","Chronic obstructive pulmonary disease w CC","548","","10/01/2012","09/30/2013"
"FL","Chronic obstructive pulmonary disease w CC","12613","","10/01/2012","09/30/2013"
"GA","Chronic obstructive pulmonary disease w CC","3989","","10/01/2012","09/30/2013"
"GU","Chronic obstructive pulmonary disease w CC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"HI","Chronic obstructive pulmonary disease w CC","194","","10/01/2012","09/30/2013"
"IA","Chronic obstructive pulmonary disease w CC","1125","","10/01/2012","09/30/2013"
"ID","Chronic obstructive pulmonary disease w CC","200","","10/01/2012","09/30/2013"
"IL","Chronic obstructive pulmonary disease w CC","7212","","10/01/2012","09/30/2013"
"IN","Chronic obstructive pulmonary disease w CC","4740","","10/01/2012","09/30/2013"
"KS","Chronic obstructive pulmonary disease w CC","1074","","10/01/2012","09/30/2013"
"KY","Chronic obstructive pulmonary disease w CC","3722","","10/01/2012","09/30/2013"
"LA","Chronic obstructive pulmonary disease w CC","2190","","10/01/2012","09/30/2013"
"MA","Chronic obstructive pulmonary disease w CC","4223","","10/01/2012","09/30/2013"
"MD","Chronic obstructive pulmonary disease w CC","3501","","10/01/2012","09/30/2013"
"ME","Chronic obstructive pulmonary disease w CC","718","","10/01/2012","09/30/2013"
"MI","Chronic obstructive pulmonary disease w CC","6785","","10/01/2012","09/30/2013"
"MN","Chronic obstructive pulmonary disease w CC","1433","","10/01/2012","09/30/2013"
"MO","Chronic obstructive pulmonary disease w CC","3133","","10/01/2012","09/30/2013"
"MP","Chronic obstructive pulmonary disease w CC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"MS","Chronic obstructive pulmonary disease w CC","2057","","10/01/2012","09/30/2013"
"MT","Chronic obstructive pulmonary disease w CC","233","","10/01/2012","09/30/2013"
"NC","Chronic obstructive pulmonary disease w CC","4956","","10/01/2012","09/30/2013"
"ND","Chronic obstructive pulmonary disease w CC","168","","10/01/2012","09/30/2013"
"NE","Chronic obstructive pulmonary disease w CC","741","","10/01/2012","09/30/2013"
"NH","Chronic obstructive pulmonary disease w CC","602","","10/01/2012","09/30/2013"
"NJ","Chronic obstructive pulmonary disease w CC","5215","","10/01/2012","09/30/2013"
"NM","Chronic obstructive pulmonary disease w CC","474","","10/01/2012","09/30/2013"
"NV","Chronic obstructive pulmonary disease w CC","806","","10/01/2012","09/30/2013"
"NY","Chronic obstructive pulmonary disease w CC","9077","","10/01/2012","09/30/2013"
"OH","Chronic obstructive pulmonary disease w CC","6678","","10/01/2012","09/30/2013"
"OK","Chronic obstructive pulmonary disease w CC","2272","","10/01/2012","09/30/2013"
"OR","Chronic obstructive pulmonary disease w CC","752","","10/01/2012","09/30/2013"
"PA","Chronic obstructive pulmonary disease w CC","6406","","10/01/2012","09/30/2013"
"PR","Chronic obstructive pulmonary disease w CC","513","","10/01/2012","09/30/2013"
"RI","Chronic obstructive pulmonary disease w CC","630","","10/01/2012","09/30/2013"
"SC","Chronic obstructive pulmonary disease w CC","2457","","10/01/2012","09/30/2013"
"SD","Chronic obstructive pulmonary disease w CC","364","","10/01/2012","09/30/2013"
"TN","Chronic obstructive pulmonary disease w CC","3896","","10/01/2012","09/30/2013"
"TX","Chronic obstructive pulmonary disease w CC","8716","","10/01/2012","09/30/2013"
"UT","Chronic obstructive pulmonary disease w CC","236","","10/01/2012","09/30/2013"
"VA","Chronic obstructive pulmonary disease w CC","3993","","10/01/2012","09/30/2013"
"VI","Chronic obstructive pulmonary disease w CC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"VT","Chronic obstructive pulmonary disease w CC","238","","10/01/2012","09/30/2013"
"WA","Chronic obstructive pulmonary disease w CC","1427","","10/01/2012","09/30/2013"
"WI","Chronic obstructive pulmonary disease w CC","1926","","10/01/2012","09/30/2013"
"WV","Chronic obstructive pulmonary disease w CC","2139","","10/01/2012","09/30/2013"
"WY","Chronic obstructive pulmonary disease w CC","174","","10/01/2012","09/30/2013"
