Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,MSPB-1 Performance Rate,MSPB-1 Achievement Points,MSPB-1 Improvement Points,MSPB-1 Measure Score
"260022","NORTHEAST REGIONAL MEDICAL CENTER","315 S OSTEOPATHY","Kirksville","MO","63501-6401","ADAIR","0.939168","3 out of 10","0 out of 9","3 out of 10"
"440010","WAYNE MEDICAL CENTER","103 J V MANGUBAT DR","Waynesboro","TN","38485","WAYNE","0.772186","10 out of 10","0 out of 9","10 out of 10"
"260081","SSM ST CLARE HEALTH CENTER","1015 BOWLES","Fenton","MO","63026","JEFFERSON","0.962786","2 out of 10","0 out of 9","2 out of 10"
"520033","RIVERVIEW HOSPITAL ASSOC","410 DEWEY ST","Wisconsin Rapids","WI","54495","WOOD","0.831296","9 out of 10","8 out of 9","9 out of 10"
"390160","CANONSBURG GENERAL HOSPITAL","100 MEDICAL BOULEVARD","Canonsburg","PA","15317","WASHINGTON","0.962343","2 out of 10","2 out of 9","2 out of 10"
"510001","WEST VIRGINIA UNIVERSITY HOSPITALS","MEDICAL CENTER DRIVE","Morgantown","WV","26506","MONONGALIA","1.001598","0 out of 10","0 out of 9","0 out of 10"
"040019","FORREST CITY MEDICAL CENTER","1601 NEWCASTLE ROAD","Forrest City ","AR","72335-2218","ST. FRANCIS","0.897587","5 out of 10","0 out of 9","5 out of 10"
"050457","ST MARY'S MEDICAL CENTER","450 STANYAN ST","San Francisco","CA","94117","SAN FRANCISCO","0.948564","3 out of 10","0 out of 9","3 out of 10"
"110109","EMANUEL MEDICAL CENTER","117 KITE ROAD","Swainsboro","GA","30401","EMANUEL","0.908442","5 out of 10","1 out of 9","5 out of 10"
"360179","BETHESDA NORTH","10500 MONTGOMERY ROAD","Cincinnati","OH","45242","HAMILTON","1.013822","0 out of 10","0 out of 9","0 out of 10"
"390031","SCHUYLKILL MEDICAL CENTER - EAST NORWEGIAN STREET","700 EAST NORWEGIAN STREET","Pottsville","PA","17901","SCHUYLKILL","1.064281","0 out of 10","1 out of 9","1 out of 10"
"420002","PIEDMONT MEDICAL CENTER","222 S HERLONG AVE","Rock Hill","SC","29730","YORK","1.057793","0 out of 10","0 out of 9","0 out of 10"
"330304","WHITE PLAINS HOSPITAL CENTER","41 EAST POST R0AD","White Plains","NY","10601","WESTCHESTER","1.072150","0 out of 10","0 out of 9","0 out of 10"
"140291","ADVOCATE GOOD SHEPHERD HOSPITAL","450 WEST HIGHWAY 22","Barrington","IL","60010","LAKE","1.033855","0 out of 10","0 out of 9","0 out of 10"
"450064","TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL","800 W RANDOL MILL RD","Arlington","TX","76012","TARRANT","1.141547","0 out of 10","0 out of 9","0 out of 10"
"330285","STRONG MEMORIAL HOSPITAL","601 ELMWOOD AVE","Rochester","NY","14642","MONROE","0.911757","5 out of 10","2 out of 9","5 out of 10"
"440218","SAINT THOMAS HOSPITAL FOR SPINAL SURGERY","2011 MURPHY AVENUE","Nashville","TN","37203","DAVIDSON","0.882847","6 out of 10","0 out of 9","6 out of 10"
"170104","SHAWNEE MISSION MEDICAL CENTER","9100 W 74TH STREET","Shawnee Mission","KS","66204","JOHNSON","1.017046","0 out of 10","1 out of 9","1 out of 10"
"170145","COFFEYVILLE REGIONAL MEDICAL CENTER","1400 W 4TH ST","Coffeyville","KS","67337","MONTGOMERY","0.859944","8 out of 10","0 out of 9","8 out of 10"
"070012","ROCKVILLE GENERAL HOSPITAL","31 UNION ST","Rockville","CT","06066","TOLLAND","0.985289","0 out of 10","3 out of 9","3 out of 10"
"450872","USMD HOSPITAL AT ARLINGTON L P","801 W INTERSTATE 20","Arlington","TX","76017","TARRANT","0.972944","1 out of 10","0 out of 9","1 out of 10"
"510023","WEIRTON MEDICAL CENTER","601 COLLIERS WAY","Weirton","WV","26062","HANCOCK","1.035745","0 out of 10","0 out of 9","0 out of 10"
"370106","INTEGRIS SOUTHWEST MEDICAL CENTER","4401 SOUTH WESTERN AVENUE","Oklahoma City","OK","73109","OKLAHOMA","1.061463","0 out of 10","0 out of 9","0 out of 10"
"170176","OVERLAND PARK REG MED CTR","10500 QUIVIRA ROAD","Overland Park","KS","66215","JOHNSON","1.054317","0 out of 10","0 out of 9","0 out of 10"
"100234","WEST PALM HOSPITAL","2201 45TH ST","West Palm Beach","FL","33407","PALM BEACH","1.061802","0 out of 10","3 out of 9","3 out of 10"
"010144","SPRINGHILL MEDICAL CENTER","3719 DAUPHIN STREET","Mobile","AL","36608","MOBILE","0.998432","0 out of 10","0 out of 9","0 out of 10"
"360144","SOUTH POINTE HOSPITAL","20000 HARVARD ROAD","Warrensville Heights","OH","44122","CUYAHOGA","1.027542","0 out of 10","1 out of 9","1 out of 10"
"390066","GOOD SAMARITAN HOSPITAL","FOURTH AND WALNUT STREETS","Lebanon","PA","17042","LEBANON","1.025401","0 out of 10","0 out of 9","0 out of 10"
"310064","ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV","1925 PACIFIC AVE","Atlantic City","NJ","08401","ATLANTIC","1.073731","0 out of 10","0 out of 9","0 out of 10"
"020026","ALASKA NATIVE MEDICAL CENTER","4315 DIPLOMACY DR","Anchorage","AK","99508","ANCHORAGE","0.806631","10 out of 10","0 out of 9","10 out of 10"
"040016","UAMS MEDICAL CENTER","4301 WEST MARKHAM STREET MAIL SLOT 612","Little Rock","AR","72205","PULASKI","0.985598","0 out of 10","0 out of 9","0 out of 10"
"050152","SAINT FRANCIS MEMORIAL HOSPITAL","900 HYDE ST","San Francisco","CA","94109","SAN FRANCISCO","1.006317","0 out of 10","0 out of 9","0 out of 10"
"450508","MEMORIAL HOSPITAL","1204 MOUND ST","Nacogdoches","TX","75961","NACOGDOCHES","1.172008","0 out of 10","0 out of 9","0 out of 10"
"520160","APPLETON MEDICAL CENTER","1818 N MEADE ST","Appleton","WI","54911","OUTAGAMIE","0.930398","4 out of 10","1 out of 9","4 out of 10"
"370138","MEMORIAL HOSPITAL OF TEXAS COUNTY","520 MEDICAL DRIVE","Guymon","OK","73942","TEXAS","1.029677","0 out of 10","0 out of 9","0 out of 10"
"050102","PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER","3865 JACKSON STREET","Riverside","CA","92503","RIVERSIDE","1.117577","0 out of 10","1 out of 9","1 out of 10"
"450021","BAYLOR UNIVERSITY MEDICAL CENTER","3500 GASTON AVE","Dallas","TX","75246","DALLAS","1.026609","0 out of 10","0 out of 9","0 out of 10"
"450219","SCOTT & WHITE HOSPITAL-LLANO","200 W OLLIE","Llano","TX","78643","LLANO","0.873335","7 out of 10","5 out of 9","7 out of 10"
"450834","PHYSICIANS CENTRE,THE","3131 UNIVERSITY DRIVE EAST","Bryan","TX","77802","BRAZOS","0.796628","10 out of 10","9 out of 9","10 out of 10"
"050561","KAISER FOUNDATION HOSPITAL - WEST LA","6041 CADILLAC AVE","Los Angeles","CA","90034","LOS ANGELES","0.929340","4 out of 10","0 out of 9","4 out of 10"
"370034","MCALESTER REGIONAL HEALTH CENTER","ONE CLARK BASS BOULEVARD","Mcalester","OK","74501","PITTSBURG","1.002625","0 out of 10","0 out of 9","0 out of 10"
"160040","SARTORI MEMORIAL HOSPITAL","515 COLLEGE STREET","Cedar Falls","IA","50613","BLACK HAWK","1.050024","0 out of 10","0 out of 9","0 out of 10"
"490059","BON SECOURS ST MARYS HOSPITAL","5801 BREMO RD","Richmond","VA","23226","HENRICO","0.986551","0 out of 10","0 out of 9","0 out of 10"
"150012","SAINT JOSEPH REGIONAL MEDICAL CENTER","5215 HOLY CROSS PKWY","Mishawaka","IN","46545","ST. JOSEPH","0.995471","0 out of 10","0 out of 9","0 out of 10"
"390139","MAIN LINE HOSPITAL BRYN MAWR CAMPUS","130 SOUTH BRYN MAWR AVE","Bryn Mawr","PA","19010","DELAWARE","1.013205","0 out of 10","0 out of 9","0 out of 10"
"500141","ST FRANCIS COMMUNITY HOSPITAL","34515 9TH AVENUE SOUTH","Federal Way","WA","98003","KING","1.000532","0 out of 10","0 out of 9","0 out of 10"
"450292","TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN","850 ED HALL","Kaufman","TX","75142","KAUFMAN","1.057496","0 out of 10","0 out of 9","0 out of 10"
"420080","HILTON HEAD REGIONAL MEDICAL CENTER","25 HOSPITAL CENTER BLVD","Hilton Head Island","SC","29925","BEAUFORT","1.008049","0 out of 10","1 out of 9","1 out of 10"
"050390","HEMET VALLEY MEDICAL CENTER","1117 EAST DEVONSHIRE","Hemet","CA","92543","RIVERSIDE","1.041080","0 out of 10","0 out of 9","0 out of 10"
"360360","SOIN MEDICAL CENTER,INDU & RAJ SOIN MEDICAL CENTER","3535 PENTAGON PARK BLVD","Beaver Creek","OH","45431","GREENE","1.036071","0 out of 10","Not Available","0 out of 10"
"440059","COOKEVILLE REGIONAL MEDICAL CENTER","1 MEDICAL CENTER BOULEVARD","Cookeville","TN","38501","PUTNAM","0.977609","1 out of 10","0 out of 9","1 out of 10"
"500129","TACOMA GENERAL ALLENMORE HOSPITAL","315 S MLK JR WAY","Tacoma","WA","98405","PIERCE","0.943877","3 out of 10","0 out of 9","3 out of 10"
"050054","SAN GORGONIO MEMORIAL HOSPITAL","600 NORTH HIGHLAND SPRINGS AVENUE","Banning","CA","92220","RIVERSIDE","0.957448","2 out of 10","4 out of 9","4 out of 10"
"360145","UNIVERSITY HOSPITALS - ELYRIA MEDICAL CENTER","630 EAST RIVER STREET","Elyria","OH","44035","LORAIN","1.009507","0 out of 10","0 out of 9","0 out of 10"
"440125","FORT SANDERS REGIONAL MEDICAL CENTER","1901 W CLINCH AVE","Knoxville","TN","37916","KNOX","0.977248","1 out of 10","0 out of 9","1 out of 10"
"240187","HUTCHINSON HEALTH","1095 HIGHWAY 15 SOUTH","Hutchinson","MN","55350","MCLEOD","0.937864","3 out of 10","0 out of 9","3 out of 10"
"140208","ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER","4440 W 95TH STREET","Oak Lawn","IL","60453","COOK","1.023169","0 out of 10","0 out of 9","0 out of 10"
"240020","CAMBRIDGE MEDICAL CENTER","701 SOUTH DELLWOOD AVENUE","Cambridge","MN","55008","ISANTI","0.866287","7 out of 10","2 out of 9","7 out of 10"
"140054","MACNEAL  HOSPITAL","3249 SOUTH OAK PARK AVENUE","Berwyn","IL","60402","COOK","1.029801","0 out of 10","0 out of 9","0 out of 10"
"140063","RUSH OAK PARK HOSPITAL","520 S MAPLE AVE","Oak Park","IL","60304","COOK","1.015449","0 out of 10","0 out of 9","0 out of 10"
"410011","LANDMARK MEDICAL CENTER,  INC","115 CASS AVE","Woonsocket","RI","02895","PROVIDENCE","0.998869","0 out of 10","1 out of 9","1 out of 10"
"260210","ST ALEXIUS HOSPITAL","3933 S BROADWAY","Saint Louis","MO","63118-4601","ST. LOUIS CITY","1.052105","0 out of 10","0 out of 9","0 out of 10"
"420073","LEXINGTON MEDICAL CENTER","2720 SUNSET BLVD","West Columbia","SC","29169","LEXINGTON","0.993373","0 out of 10","0 out of 9","0 out of 10"
"520193","AURORA BAYCARE MEDICAL CTR","2845 GREENBRIER RD","Green Bay","WI","54313","BROWN","0.952989","2 out of 10","0 out of 9","2 out of 10"
"290019","CARSON TAHOE REGIONAL MEDICAL CENTER","1600 MEDICAL PARKWAY","Carson City","NV","89703","CARSON CITY","0.980621","1 out of 10","0 out of 9","1 out of 10"
"160124","LAKES REGIONAL HEALTHCARE","2301 HIGHWAY 71","Spirit Lake","IA","51360","DICKINSON","0.930548","4 out of 10","0 out of 9","4 out of 10"
"200009","MAINE MEDICAL CENTER","22 BRAMHALL ST","Portland","ME","04102","CUMBERLAND","1.000539","0 out of 10","0 out of 9","0 out of 10"
"110027","TY COBB REGIONAL MEDICAL CENTER, LLC","367 CLEAR CREEK PARKWAY","Lavonia","GA","30553","FRANKLIN","0.959048","2 out of 10","0 out of 9","2 out of 10"
"140095","SAINT ANTHONY HOSPITAL","2875 WEST 19TH STREET","Chicago","IL","60623","COOK","1.033198","0 out of 10","0 out of 9","0 out of 10"
"220063","LOWELL GENERAL HOSPITAL","295 VARNUM AVENUE","Lowell","MA","01854","MIDDLESEX","1.002051","0 out of 10","0 out of 9","0 out of 10"
"450299","COLLEGE STATION MEDICAL CENTER","1604 ROCK PRAIRIE ROAD","College Station","TX","77842","BRAZOS","0.984809","1 out of 10","2 out of 9","2 out of 10"
"050424","SCRIPPS GREEN HOSPITAL","10666 NORTH TORREY PINES ROAD","La Jolla","CA","92037","SAN DIEGO","0.938344","3 out of 10","0 out of 9","3 out of 10"
"230041","MCLAREN BAY REGION","1900 COLUMBUS AVE","Bay City","MI","48708","BAY","1.022371","0 out of 10","0 out of 9","0 out of 10"
"050677","KAISER FOUNDATION HOSPITAL - WOODLAND HILLS","5601 DE SOTO","Woodland Hills","CA","91367","LOS ANGELES","0.861345","Not Available","Not Available","Not Available"
"110187","CHESTATEE REGIONAL HOSPITAL","227 MOUNTAIN DR","Dahlonega","GA","30533","LUMPKIN","0.853934","8 out of 10","5 out of 9","8 out of 10"
"310086","KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV","18 EAST LAUREL ROAD","Stratford","NJ","08084","CAMDEN","1.032079","0 out of 10","0 out of 9","0 out of 10"
"390048","LEWISTOWN HOSPITAL","400 HIGHLAND AVENUE","Lewistown","PA","17044","MIFFLIN","1.031377","0 out of 10","1 out of 9","1 out of 10"
"370227","ST JOHN OWASSO","12451 EAST 100TH STREET NORTH","Owasso","OK","74055","TULSA","0.845266","8 out of 10","4 out of 9","8 out of 10"
"260137","FREEMAN HEALTH SYSTEM - FREEMAN WEST","1102 WEST 32ND STREET","Joplin","MO","64804-3503","JASPER","0.941901","3 out of 10","0 out of 9","3 out of 10"
"290045","ST ROSE DOMINICAN HOSPITALS - SIENA CAMPUS","3001 ST ROSE PARKWAY","Henderson","NV","89052","CLARK","1.128087","0 out of 10","0 out of 9","0 out of 10"
"390052","CLEARFIELD HOSPITAL","809 TURNPIKE AVE","Clearfield","PA","16830","CLEARFIELD","1.071539","0 out of 10","0 out of 9","0 out of 10"
"270012","BENEFIS HOSPITALS INC","1101 26TH ST S","Great Falls","MT","59405","CASCADE","0.964147","2 out of 10","0 out of 9","2 out of 10"
"460009","UNIVERSITY HEALTH CARE/UNIV HOSPITALS AND  CLINICS","50 NORTH MEDICAL DRIVE","Salt Lake City","UT","84132","SALT LAKE","1.011293","0 out of 10","0 out of 9","0 out of 10"
"520113","BAY AREA MEDICAL CENTER","3100 SHORE DRIVE","Marinette","WI","54143","MARINETTE","0.892890","6 out of 10","2 out of 9","6 out of 10"
"230105","MCLAREN - NORTHERN MICHIGAN","416 CONNABLE AVE","Petoskey","MI","49770","EMMET","0.956392","2 out of 10","0 out of 9","2 out of 10"
"450498","STEPHENS MEMORIAL HOSPITAL","200 SOUTH GENEVA STREET","Breckenridge","TX","76424","STEPHENS","0.958019","2 out of 10","0 out of 9","2 out of 10"
"190098","UNIVERSITY HEALTH SHREVEPORT","1541 KINGS HIGHWAY","Shreveport","LA","71130","CADDO","0.947397","3 out of 10","3 out of 9","3 out of 10"
"490120","CHESAPEAKE GENERAL HOSPITAL","736 BATTLEFIELD BLVD, NORTH","Chesapeake","VA","23320","CHESAPEAKE CITY","0.999917","0 out of 10","0 out of 9","0 out of 10"
"490119","SENTARA PRINCESS ANNE HOSPITAL","2025 GLENN MITCHELL DRIVE","Virginia Beach","VA","23456","VIRGINIA BEACH CITY","0.961799","2 out of 10","0 out of 9","2 out of 10"
"310074","JERSEY CITY MEDICAL CENTER","355 GRAND STREET","Jersey City","NJ","07302","HUDSON","1.091842","0 out of 10","0 out of 9","0 out of 10"
"040036","BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK","3333 SPRINGHILL DRIVE","North Little Rock","AR","72117","PULASKI","0.996581","0 out of 10","0 out of 9","0 out of 10"
"050407","CHINESE HOSPITAL","845 JACKSON ST","San Francisco","CA","94133","SAN FRANCISCO","0.926225","4 out of 10","1 out of 9","4 out of 10"
"050261","SIERRA VIEW MEDICAL CENTER","465 W PUTNAM AVE","Porterville","CA","93257","TULARE","0.901343","5 out of 10","3 out of 9","5 out of 10"
"250100","BAPTIST MEM HOSP/GOLDEN TRIANGLE INC","2520 5TH ST N","Columbus","MS","39703","LOWNDES","0.954982","2 out of 10","3 out of 9","3 out of 10"
"150169","COMMUNITY HOSPITAL NORTH","7150 CLEARVISTA DR","Indianapolis","IN","46256","MARION","1.028231","0 out of 10","0 out of 9","0 out of 10"
"190236","WILLIS KNIGHTON BOSSIER HEALTH CENTER","2400 HOSPITAL DR","Bossier City","LA","71111","BOSSIER","1.180683","0 out of 10","0 out of 9","0 out of 10"
"050714","SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ","2900 CHANTICLEER AVENUE","Santa Cruz","CA","95065","SANTA CRUZ","0.988087","0 out of 10","0 out of 9","0 out of 10"
"060119","MEDICAL CENTER OF THE ROCKIES","2500 ROCKY MOUNTAIN AVENUE","Loveland","CO","80538","LARIMER","1.057049","0 out of 10","0 out of 9","0 out of 10"
"080001","CHRISTIANA CARE HEALTH SERVICES, INC.","4755 OGLETOWN-STANTON ROAD","Newark","DE","19718","NEW CASTLE","1.000091","0 out of 10","0 out of 9","0 out of 10"
"340151","HALIFAX REGIONAL MEDICAL CENTER INC","250 SMITH CHURCH RD","Roanoke Rapids","NC","27870","HALIFAX","0.957689","2 out of 10","0 out of 9","2 out of 10"
"380103","KAISER FOUNDATION HOSPITAL - WESTSIDE","2875 NW STUCKI AVE","Hillsboro","OR","97124","WASHINGTON","Not Available","Not Available","Not Available","Not Available"
"520066","MERCY HEALTH SYSTEM CORP","1000 MINERAL POINT AVE","Janesville","WI","53547","ROCK","0.908717","5 out of 10","0 out of 9","5 out of 10"
"440131","BAPTIST MEMORIAL HOSPITAL TIPTON","1995 HIGHWAY 51 S","Covington","TN","38019","TIPTON","0.931085","4 out of 10","6 out of 9","6 out of 10"
"140103","ST BERNARD HOSPITAL","326 W 64TH ST","Chicago","IL","60621","COOK","1.079054","0 out of 10","0 out of 9","0 out of 10"
"140258","ALEXIAN BROTHERS MEDICAL CENTER","800 W BIESTERFIELD RD","Elk Grove Village","IL","60007","COOK","1.091506","0 out of 10","0 out of 9","0 out of 10"
"100062","MUNROE REGIONAL MEDICAL CENTER","1500 SW 1ST AVE","Ocala","FL","34474","MARION","1.046300","0 out of 10","0 out of 9","0 out of 10"
"670041","SETON MEDICAL CENTER WILLIAMSON","201 SETON PARKWAY","Round Rock","TX","78664","WILLIAMSON","1.057337","0 out of 10","0 out of 9","0 out of 10"
"050745","CHAPMAN MEDICAL CENTER","2601 E CHAPMAN AVE","Orange","CA","92869","ORANGE","1.024739","0 out of 10","2 out of 9","2 out of 10"
"040047","FIVE RIVERS MEDICAL CENTER","2801 MEDICAL CENTER DRIVE","Pocahontas","AR","72455","RANDOLPH","0.985022","0 out of 10","2 out of 9","2 out of 10"
"360096","EAST LIVERPOOL CITY HOSPITAL","425 WEST 5TH STREET","East Liverpool","OH","43920","COLUMBIANA","1.085006","0 out of 10","0 out of 9","0 out of 10"
"350006","TRINITY HOSPITALS","407 3RD ST SE","Minot","ND","58701","WARD","0.957427","2 out of 10","0 out of 9","2 out of 10"
"180012","HARDIN MEMORIAL HOSPITAL","913 NORTH DIXIE AVENUE","Elizabethtown","KY","42701","HARDIN","0.982376","1 out of 10","0 out of 9","1 out of 10"
"360147","MARIETTA MEMORIAL HOSPITAL","401 MATTHEW STREET","Marietta","OH","45750","WASHINGTON","0.994538","0 out of 10","1 out of 9","1 out of 10"
"330074","F F THOMPSON HOSPITAL","350 PARRISH STREET","Canandaigua","NY","14424","ONTARIO","0.888301","6 out of 10","0 out of 9","6 out of 10"
"330245","ST ELIZABETH MEDICAL CENTER","2209 GENESEE STREET","Utica","NY","13501","ONEIDA","0.978293","1 out of 10","0 out of 9","1 out of 10"
"230236","METRO HEALTH HOSPITAL","5900 BYRON CENTER AVENUE, SW","Wyoming","MI","49519","KENT","0.919036","4 out of 10","2 out of 9","4 out of 10"
"140288","ADVOCATE GOOD SAMARITAN HOSPITAL","3815 HIGHLAND AVENUE","Downers Grove","IL","60515","DU PAGE","1.069275","0 out of 10","0 out of 9","0 out of 10"
"050300","ST MARY MEDICAL CENTER","18300 HIGHWAY 18","Apple Valley","CA","92307","SAN BERNARDINO","0.937025","3 out of 10","0 out of 9","3 out of 10"
"430077","RAPID CITY REGIONAL HOSPITAL","353 FAIRMONT BLVD  POST OFFICE BOX 6000","Rapid City","SD","57701","PENNINGTON","0.990389","0 out of 10","0 out of 9","0 out of 10"
"330393","UNIVERSITY HOSPITAL ( STONY BROOK )","HEALTH SCIENCES CENTER SUNY","Stony Brook","NY","11794","SUFFOLK","0.990937","0 out of 10","0 out of 9","0 out of 10"
"150088","ST VINCENT ANDERSON REGIONAL HOSPITAL INC","2015 JACKSON ST","Anderson","IN","46016","MADISON","1.054039","0 out of 10","0 out of 9","0 out of 10"
"500150","LEGACY SALMON CREEK MEDICAL CENTER","2211 NE 139TH STREET","Vancouver","WA","98686","CLARK","0.870581","7 out of 10","0 out of 9","7 out of 10"
"220073","MORTON HOSPITAL","88 WASHINGTON STREET","Taunton","MA","02780","BRISTOL","1.003452","0 out of 10","3 out of 9","3 out of 10"
"070003","DAY KIMBALL HOSPITAL","320 POMFRET STREET","Putnam","CT","06260","WINDHAM","1.057585","0 out of 10","0 out of 9","0 out of 10"
"100055","FLORIDA HOSPITAL NORTH PINELLAS","1395 S PINELLAS AVE","Tarpon Springs","FL","34689","PINELLAS","1.047395","0 out of 10","1 out of 9","1 out of 10"
"510071","BLUEFIELD REGIONAL MEDICAL CENTER","500 CHERRY ST","Bluefield","WV","24701","MERCER","0.984521","1 out of 10","0 out of 9","1 out of 10"
"360054","HOLZER MEDICAL CENTER","100 JACKSON PIKE","Gallipolis","OH","45631","GALLIA","1.067110","0 out of 10","0 out of 9","0 out of 10"
"380027","MERCY MEDICAL CENTER","2700 NW STEWART PARKWAY","Roseburg","OR","97470","DOUGLAS","0.850074","8 out of 10","0 out of 9","8 out of 10"
"070035","HOSPITAL OF CENTRAL CONNECTICUT, THE","100 GRAND STREET","New Britain","CT","06050","HARTFORD","0.966706","2 out of 10","1 out of 9","2 out of 10"
"140286","KISHWAUKEE COMMUNITY HOSPITAL","ONE KISH HOSPITAL DRIVE","Dekalb","IL","60115","DE KALB","0.996352","0 out of 10","0 out of 9","0 out of 10"
"220017","CARNEY HOSPITAL","2100 DORCHESTER AVENUE","Boston","MA","02124","SUFFOLK","1.037182","0 out of 10","0 out of 9","0 out of 10"
"200052","NORTHERN MAINE MEDICAL CENTER","194 E MAIN STREET","Fort Kent","ME","04743","AROOSTOOK","0.873993","7 out of 10","0 out of 9","7 out of 10"
"470011","BRATTLEBORO MEMORIAL HOSPITAL","17 BELMONT AVE","Brattleboro","VT","05301","WINDHAM","0.986846","0 out of 10","5 out of 9","5 out of 10"
"050056","ANTELOPE VALLEY HOSPITAL","1600 W AVE J","Lancaster","CA","93534","LOS ANGELES","1.045018","0 out of 10","0 out of 9","0 out of 10"
"330102","KENMORE MERCY HOSPITAL","2950 ELMWOOD AVENUE","Kenmore","NY","14217","ERIE","1.008959","0 out of 10","0 out of 9","0 out of 10"
"510039","OHIO VALLEY MEDICAL CENTER","2000 EOFF STREET","Wheeling","WV","26003","OHIO","0.992804","0 out of 10","0 out of 9","0 out of 10"
"310012","VALLEY HOSPITAL","223 N VAN DIEN AVENUE","Ridgewood","NJ","07450","BERGEN","1.091737","0 out of 10","0 out of 9","0 out of 10"
