"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"AR","Heart Failure","Evaluation of LVS Function","HF_2","99","","07/01/2013","06/30/2014"
"AS","Heart Failure","Evaluation of LVS Function","HF_2","Not Available","","07/01/2013","06/30/2014"
"AZ","Heart Failure","Evaluation of LVS Function","HF_2","100","","07/01/2013","06/30/2014"
"CA","Heart Failure","Evaluation of LVS Function","HF_2","99","","07/01/2013","06/30/2014"
"CO","Heart Failure","Evaluation of LVS Function","HF_2","99","","07/01/2013","06/30/2014"
"CT","Heart Failure","Evaluation of LVS Function","HF_2","100","","07/01/2013","06/30/2014"
"DC","Heart Failure","Evaluation of LVS Function","HF_2","99","","07/01/2013","06/30/2014"
"DE","Heart Failure","Evaluation of LVS Function","HF_2","100","","07/01/2013","06/30/2014"
"FL","Heart Failure","Evaluation of LVS Function","HF_2","100","","07/01/2013","06/30/2014"
"GA","Heart Failure","Evaluation of LVS Function","HF_2","99","","07/01/2013","06/30/2014"
"GU","Heart Failure","Evaluation of LVS Function","HF_2","95","","07/01/2013","06/30/2014"
"HI","Heart Failure","Evaluation of LVS Function","HF_2","99","","07/01/2013","06/30/2014"
"IA","Heart Failure","Evaluation of LVS Function","HF_2","97","","07/01/2013","06/30/2014"
"ID","Heart Failure","Evaluation of LVS Function","HF_2","99","","07/01/2013","06/30/2014"
"IL","Heart Failure","Evaluation of LVS Function","HF_2","99","","07/01/2013","06/30/2014"
"IN","Heart Failure","Evaluation of LVS Function","HF_2","99","","07/01/2013","06/30/2014"
"KS","Heart Failure","Evaluation of LVS Function","HF_2","94","","07/01/2013","06/30/2014"
"KY","Heart Failure","Evaluation of LVS Function","HF_2","98","","07/01/2013","06/30/2014"
"LA","Heart Failure","Evaluation of LVS Function","HF_2","97","","07/01/2013","06/30/2014"
"MA","Heart Failure","Evaluation of LVS Function","HF_2","100","","07/01/2013","06/30/2014"
"MD","Heart Failure","Evaluation of LVS Function","HF_2","99","","07/01/2013","06/30/2014"
"ME","Heart Failure","Evaluation of LVS Function","HF_2","100","","07/01/2013","06/30/2014"
"MI","Heart Failure","Evaluation of LVS Function","HF_2","100","","07/01/2013","06/30/2014"
"MN","Heart Failure","Evaluation of LVS Function","HF_2","98","","07/01/2013","06/30/2014"
"MO","Heart Failure","Evaluation of LVS Function","HF_2","98","","07/01/2013","06/30/2014"
"MP","Heart Failure","Evaluation of LVS Function","HF_2","Not Available","","07/01/2013","06/30/2014"
"MS","Heart Failure","Evaluation of LVS Function","HF_2","97","","07/01/2013","06/30/2014"
"MT","Heart Failure","Evaluation of LVS Function","HF_2","94","","07/01/2013","06/30/2014"
"NC","Heart Failure","Evaluation of LVS Function","HF_2","100","","07/01/2013","06/30/2014"
"ND","Heart Failure","Evaluation of LVS Function","HF_2","97","","07/01/2013","06/30/2014"
"NE","Heart Failure","Evaluation of LVS Function","HF_2","98","","07/01/2013","06/30/2014"
"NH","Heart Failure","Evaluation of LVS Function","HF_2","100","","07/01/2013","06/30/2014"
"NJ","Heart Failure","Evaluation of LVS Function","HF_2","100","","07/01/2013","06/30/2014"
"NM","Heart Failure","Evaluation of LVS Function","HF_2","97","","07/01/2013","06/30/2014"
"NV","Heart Failure","Evaluation of LVS Function","HF_2","99","","07/01/2013","06/30/2014"
"NY","Heart Failure","Evaluation of LVS Function","HF_2","99","","07/01/2013","06/30/2014"
"OH","Heart Failure","Evaluation of LVS Function","HF_2","100","","07/01/2013","06/30/2014"
"OK","Heart Failure","Evaluation of LVS Function","HF_2","97","","07/01/2013","06/30/2014"
"OR","Heart Failure","Evaluation of LVS Function","HF_2","99","","07/01/2013","06/30/2014"
"PA","Heart Failure","Evaluation of LVS Function","HF_2","100","","07/01/2013","06/30/2014"
"PR","Heart Failure","Evaluation of LVS Function","HF_2","96","","07/01/2013","06/30/2014"
"RI","Heart Failure","Evaluation of LVS Function","HF_2","100","","07/01/2013","06/30/2014"
"SC","Heart Failure","Evaluation of LVS Function","HF_2","100","","07/01/2013","06/30/2014"
"SD","Heart Failure","Evaluation of LVS Function","HF_2","97","","07/01/2013","06/30/2014"
"TN","Heart Failure","Evaluation of LVS Function","HF_2","99","","07/01/2013","06/30/2014"
"TX","Heart Failure","Evaluation of LVS Function","HF_2","99","","07/01/2013","06/30/2014"
"UT","Heart Failure","Evaluation of LVS Function","HF_2","99","","07/01/2013","06/30/2014"
"VA","Heart Failure","Evaluation of LVS Function","HF_2","100","","07/01/2013","06/30/2014"
"VI","Heart Failure","Evaluation of LVS Function","HF_2","94","","07/01/2013","06/30/2014"
"VT","Heart Failure","Evaluation of LVS Function","HF_2","100","","07/01/2013","06/30/2014"
"WA","Heart Failure","Evaluation of LVS Function","HF_2","99","","07/01/2013","06/30/2014"
"WI","Heart Failure","Evaluation of LVS Function","HF_2","99","","07/01/2013","06/30/2014"
"WV","Heart Failure","Evaluation of LVS Function","HF_2","99","","07/01/2013","06/30/2014"
"WY","Heart Failure","Evaluation of LVS Function","HF_2","94","","07/01/2013","06/30/2014"
"AK","Heart Failure","ACEI or ARB for LVSD","HF_3","98","","07/01/2013","06/30/2014"
"AL","Heart Failure","ACEI or ARB for LVSD","HF_3","97","","07/01/2013","06/30/2014"
"AR","Heart Failure","ACEI or ARB for LVSD","HF_3","97","","07/01/2013","06/30/2014"
"AS","Heart Failure","ACEI or ARB for LVSD","HF_3","Not Available","","07/01/2013","06/30/2014"
"AZ","Heart Failure","ACEI or ARB for LVSD","HF_3","98","","07/01/2013","06/30/2014"
"CA","Heart Failure","ACEI or ARB for LVSD","HF_3","97","","07/01/2013","06/30/2014"
"CO","Heart Failure","ACEI or ARB for LVSD","HF_3","98","","07/01/2013","06/30/2014"
"CT","Heart Failure","ACEI or ARB for LVSD","HF_3","96","","07/01/2013","06/30/2014"
"DC","Heart Failure","ACEI or ARB for LVSD","HF_3","93","","07/01/2013","06/30/2014"
"DE","Heart Failure","ACEI or ARB for LVSD","HF_3","98","","07/01/2013","06/30/2014"
"FL","Heart Failure","ACEI or ARB for LVSD","HF_3","98","","07/01/2013","06/30/2014"
"GA","Heart Failure","ACEI or ARB for LVSD","HF_3","97","","07/01/2013","06/30/2014"
"GU","Heart Failure","ACEI or ARB for LVSD","HF_3","88","","07/01/2013","06/30/2014"
"HI","Heart Failure","ACEI or ARB for LVSD","HF_3","99","","07/01/2013","06/30/2014"
"IA","Heart Failure","ACEI or ARB for LVSD","HF_3","94","","07/01/2013","06/30/2014"
"ID","Heart Failure","ACEI or ARB for LVSD","HF_3","99","","07/01/2013","06/30/2014"
"IL","Heart Failure","ACEI or ARB for LVSD","HF_3","97","","07/01/2013","06/30/2014"
"IN","Heart Failure","ACEI or ARB for LVSD","HF_3","97","","07/01/2013","06/30/2014"
"KS","Heart Failure","ACEI or ARB for LVSD","HF_3","95","","07/01/2013","06/30/2014"
"KY","Heart Failure","ACEI or ARB for LVSD","HF_3","96","","07/01/2013","06/30/2014"
"LA","Heart Failure","ACEI or ARB for LVSD","HF_3","95","","07/01/2013","06/30/2014"
"MA","Heart Failure","ACEI or ARB for LVSD","HF_3","97","","07/01/2013","06/30/2014"
"MD","Heart Failure","ACEI or ARB for LVSD","HF_3","98","","07/01/2013","06/30/2014"
"ME","Heart Failure","ACEI or ARB for LVSD","HF_3","99","","07/01/2013","06/30/2014"
"MI","Heart Failure","ACEI or ARB for LVSD","HF_3","96","","07/01/2013","06/30/2014"
"MN","Heart Failure","ACEI or ARB for LVSD","HF_3","95","","07/01/2013","06/30/2014"
"MO","Heart Failure","ACEI or ARB for LVSD","HF_3","96","","07/01/2013","06/30/2014"
"MP","Heart Failure","ACEI or ARB for LVSD","HF_3","Not Available","","07/01/2013","06/30/2014"
"MS","Heart Failure","ACEI or ARB for LVSD","HF_3","94","","07/01/2013","06/30/2014"
"MT","Heart Failure","ACEI or ARB for LVSD","HF_3","96","","07/01/2013","06/30/2014"
"NC","Heart Failure","ACEI or ARB for LVSD","HF_3","98","","07/01/2013","06/30/2014"
"ND","Heart Failure","ACEI or ARB for LVSD","HF_3","96","","07/01/2013","06/30/2014"
"NE","Heart Failure","ACEI or ARB for LVSD","HF_3","95","","07/01/2013","06/30/2014"
"NH","Heart Failure","ACEI or ARB for LVSD","HF_3","98","","07/01/2013","06/30/2014"
"NJ","Heart Failure","ACEI or ARB for LVSD","HF_3","98","","07/01/2013","06/30/2014"
"NM","Heart Failure","ACEI or ARB for LVSD","HF_3","97","","07/01/2013","06/30/2014"
"NV","Heart Failure","ACEI or ARB for LVSD","HF_3","98","","07/01/2013","06/30/2014"
"NY","Heart Failure","ACEI or ARB for LVSD","HF_3","96","","07/01/2013","06/30/2014"
"OH","Heart Failure","ACEI or ARB for LVSD","HF_3","98","","07/01/2013","06/30/2014"
"OK","Heart Failure","ACEI or ARB for LVSD","HF_3","95","","07/01/2013","06/30/2014"
"OR","Heart Failure","ACEI or ARB for LVSD","HF_3","95","","07/01/2013","06/30/2014"
"PA","Heart Failure","ACEI or ARB for LVSD","HF_3","98","","07/01/2013","06/30/2014"
"PR","Heart Failure","ACEI or ARB for LVSD","HF_3","93","","07/01/2013","06/30/2014"
"RI","Heart Failure","ACEI or ARB for LVSD","HF_3","96","","07/01/2013","06/30/2014"
"SC","Heart Failure","ACEI or ARB for LVSD","HF_3","98","","07/01/2013","06/30/2014"
"SD","Heart Failure","ACEI or ARB for LVSD","HF_3","91","","07/01/2013","06/30/2014"
"TN","Heart Failure","ACEI or ARB for LVSD","HF_3","97","","07/01/2013","06/30/2014"
"TX","Heart Failure","ACEI or ARB for LVSD","HF_3","97","","07/01/2013","06/30/2014"
"UT","Heart Failure","ACEI or ARB for LVSD","HF_3","98","","07/01/2013","06/30/2014"
"VA","Heart Failure","ACEI or ARB for LVSD","HF_3","99","","07/01/2013","06/30/2014"
"VI","Heart Failure","ACEI or ARB for LVSD","HF_3","88","","07/01/2013","06/30/2014"
"VT","Heart Failure","ACEI or ARB for LVSD","HF_3","96","","07/01/2013","06/30/2014"
"WA","Heart Failure","ACEI or ARB for LVSD","HF_3","97","","07/01/2013","06/30/2014"
"WI","Heart Failure","ACEI or ARB for LVSD","HF_3","97","","07/01/2013","06/30/2014"
"WV","Heart Failure","ACEI or ARB for LVSD","HF_3","95","","07/01/2013","06/30/2014"
"WY","Heart Failure","ACEI or ARB for LVSD","HF_3","97","","07/01/2013","06/30/2014"
"AK","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","92","","07/01/2013","06/30/2014"
"AL","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","95","","07/01/2013","06/30/2014"
"AR","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","94","","07/01/2013","06/30/2014"
"AS","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","Not Available","","07/01/2013","06/30/2014"
"AZ","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","97","","07/01/2013","06/30/2014"
"CA","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","97","","07/01/2013","06/30/2014"
"CO","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","96","","07/01/2013","06/30/2014"
"CT","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","97","","07/01/2013","06/30/2014"
"DC","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","95","","07/01/2013","06/30/2014"
"DE","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","95","","07/01/2013","06/30/2014"
"FL","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","98","","07/01/2013","06/30/2014"
"GA","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","95","","07/01/2013","06/30/2014"
"GU","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","88","","07/01/2013","06/30/2014"
"HI","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","98","","07/01/2013","06/30/2014"
"IA","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","93","","07/01/2013","06/30/2014"
"ID","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","95","","07/01/2013","06/30/2014"
"IL","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","96","","07/01/2013","06/30/2014"
"IN","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","95","","07/01/2013","06/30/2014"
"KS","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","90","","07/01/2013","06/30/2014"
"KY","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","94","","07/01/2013","06/30/2014"
"LA","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","93","","07/01/2013","06/30/2014"
"MA","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","98","","07/01/2013","06/30/2014"
"MD","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","97","","07/01/2013","06/30/2014"
"ME","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","98","","07/01/2013","06/30/2014"
"MI","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","97","","07/01/2013","06/30/2014"
"MN","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","95","","07/01/2013","06/30/2014"
"MO","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","95","","07/01/2013","06/30/2014"
"MP","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","Not Available","","07/01/2013","06/30/2014"
"MS","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","91","","07/01/2013","06/30/2014"
"MT","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","96","","07/01/2013","06/30/2014"
"NC","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","98","","07/01/2013","06/30/2014"
"ND","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","92","","07/01/2013","06/30/2014"
"NE","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","95","","07/01/2013","06/30/2014"
"NH","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","97","","07/01/2013","06/30/2014"
"NJ","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","98","","07/01/2013","06/30/2014"
"NM","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","93","","07/01/2013","06/30/2014"
"NV","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","96","","07/01/2013","06/30/2014"
"NY","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","96","","07/01/2013","06/30/2014"
"OH","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","97","","07/01/2013","06/30/2014"
"OK","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","93","","07/01/2013","06/30/2014"
"OR","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","97","","07/01/2013","06/30/2014"
"PA","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","97","","07/01/2013","06/30/2014"
"PR","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","82","","07/01/2013","06/30/2014"
"RI","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","96","","07/01/2013","06/30/2014"
"SC","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","97","","07/01/2013","06/30/2014"
"SD","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","92","","07/01/2013","06/30/2014"
"TN","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","96","","07/01/2013","06/30/2014"
"TX","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","96","","07/01/2013","06/30/2014"
"UT","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","96","","07/01/2013","06/30/2014"
"VA","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","98","","07/01/2013","06/30/2014"
"VI","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","94","","07/01/2013","06/30/2014"
"VT","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","97","","07/01/2013","06/30/2014"
"WA","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","96","","07/01/2013","06/30/2014"
"WI","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","97","","07/01/2013","06/30/2014"
"WV","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","95","","07/01/2013","06/30/2014"
"WY","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","93","","07/01/2013","06/30/2014"
"AK","Surgical Care Improvement Project","Prophylactic antibiotic received within 1 hour prior to surgical incision","SCIP_INF_1","99","","07/01/2013","06/30/2014"
"AL","Surgical Care Improvement Project","Prophylactic antibiotic received within 1 hour prior to surgical incision","SCIP_INF_1","99","","07/01/2013","06/30/2014"
"AR","Surgical Care Improvement Project","Prophylactic antibiotic received within 1 hour prior to surgical incision","SCIP_INF_1","99","","07/01/2013","06/30/2014"
